_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
65ccdee84a1f8f32d7a56678,,159.94,96,159.94,54.27,46;0;0;0,words,10,-1,1,3.45,0,2.45,false,false,english,none,normal,false,false,false,,1707925224000
65ccdee14a1f8f32d7a56605,,172.84,100,172.84,72.17,53;0;0;0,words,10,-1,1,3.68,0,0.53,false,false,english,none,normal,false,false,false,,1707925216000
65ccdeda4a1f8f32d7a565a1,,171.32,88.89,225.64,96.69,41;4;0;0,words,10,-1,1,2.87,0,0.95,false,false,english,none,normal,false,false,false,,1707925210000
65ccde604a1f8f32d7a55e92,,189.9,96.36,189.9,74.61,53;0;0;0,words,10,-1,0,3.35,0,0,false,false,english,none,normal,false,false,false,,1707925088000
65cbabea4a1f8f32d7994f9e,true,123.83,100,123.83,62.8,53;0;0;0,words,10,-1,0,5.14,0,0,false,false,hinglish,none,normal,false,false,false,,1707846634000
65cbabe34a1f8f32d7994f43,,89.41,96.72,89.41,73.95,59;0;0;0,words,10,-1,2,7.92,0,3.6,false,false,hinglish,none,normal,false,false,false,,1707846627000
65cbabd34a1f8f32d7994e52,true,111.45,96,121.14,70.64,46;0;1;0,words,10,-1,0,4.95,0,0,false,false,hinglish,none,normal,false,false,false,,1707846611000
65ca73b04a1f8f32d78cdae2,,140.34,94.56,151.53,78.32,351;9;1;1,time,30,-1,1,30.01,0,0.05,false,false,english,none,normal,false,false,false,,1707766704000
65ca72c24a1f8f32d78cce4e,,145.87,96.23,161.07,76.55,48;2;0;0,words,10,-1,1,3.95,0,0.58,false,false,english,none,normal,false,false,false,,1707766466000
65ca72b14a1f8f32d78ccd5e,true,96.88,95.15,107.53,67.59,91;2;0;1,words,10,-1,3,11.27,0,6.35,false,false,english_commonly_misspelled,none,normal,false,false,false,,1707766449000
65ca728a4a1f8f32d78ccb16,true,109.63,98.99,109.63,77.52,98;0;0;0,words,10,-1,0,10.73,0,0,false,false,twitch_emotes,none,normal,false,false,false,,1707766410000
65ca724d4a1f8f32d78cc794,true,92.11,93.75,92.11,74.35,45;0;0;0,words,10,-1,2,5.86,0,2.06,false,false,hinglish,none,normal,false,false,false,,1707766349000
65ca72344a1f8f32d78cc645,,97.71,92.11,97.71,66.93,69;0;0;0,words,10,-1,0,8.47,0,0,false,false,code_java,none,normal,false,false,false,,1707766324000
65ca722a4a1f8f32d78cc5bb,true,121.07,95.38,121.07,46.56,62;0;0;0,words,10,-1,7,6.15,0,15.67,false,false,code_java,none,normal,false,false,false,,1707766314000
65ca71c74a1f8f32d78cc065,true,29.77,100,29.77,44.9,39;0;0;0,words,10,-1,2,15.72,0,7.97,false,false,vietnamese,none,normal,false,false,false,,1707766215000
65ca6d0d4a1f8f32d78c805a,,207.44,100,207.44,93.91,61;0;0;0,words,10,-1,0,3.53,0,0,false,false,english,none,normal,false,false,false,,1707765005000
65ca67894a1f8f32d78c31b9,,172.26,94.74,200.38,69.67,49;2;0;0,words,10,-1,0,3.41,0,0,false,false,english,none,normal,false,false,false,,1707763593000
65ca57004a1f8f32d78b3f35,true,231.91,100,231.91,89.84,51;0;0;0,words,10,-1,1,2.64,0,0.68,false,false,english,none,normal,false,false,false,,1707759360000
65ca4ebd4a1f8f32d78ac5a0,,202.25,100,202.25,46.3,51;0;0;0,words,10,-1,8,3.03,0,10.47,false,false,english,none,normal,false,false,false,,1707757245000
65ca4e9e4a1f8f32d78ac3db,,199.55,100,199.55,89.59,48;0;0;0,words,10,-1,0,2.89,0,0,false,false,english,none,normal,false,false,false,,1707757214000
65ca4e944a1f8f32d78ac347,,152.34,90,190.42,50.3,40;4;0;0,words,10,-1,0,3.15,0,0,false,false,english,none,normal,false,false,false,,1707757203000
65ca4e884a1f8f32d78ac29a,,161.64,94.34,179.21,58.91,46;0;0;1,words,10,-1,1,3.42,0,1.36,false,false,english,none,normal,false,false,false,,1707757192000
65ca4e2b4a1f8f32d78abcc6,,128.06,100,128.06,75.19,47;0;0;0,words,10,-1,1,4.4,0,0.55,false,false,english,none,normal,false,false,false,,1707757099000
65ca4e244a1f8f32d78abc5b,,94.31,94.23,111.45,82.87,44;2;0;0,words,10,-1,2,5.6,0,2.35,false,false,english,none,normal,false,false,false,,1707757092000
65ca4e194a1f8f32d78abba9,,101.49,95,112.77,65.55,36;1;0;1,words,10,-1,0,4.26,0,0,false,false,english,none,normal,false,false,false,,1707757081000
65ca4e094a1f8f32d78abac8,,127.62,90.91,140.38,85.73,50;5;0;0,words,10,-1,0,4.7,0,0,false,false,english,none,normal,false,false,false,,1707757065000
65ca4e024a1f8f32d78aba5e,,101.82,87.76,134.85,74.68,37;4;0;0,words,10,-1,0,4.36,0,0,false,false,english,none,normal,false,false,false,,1707757058000
65ca4dfc4a1f8f32d78aba09,,95.36,92.73,116.55,72.55,45;2;0;2,words,10,-1,0,5.66,0,0,false,false,english,none,normal,false,false,false,,1707757052000
65ca4df54a1f8f32d78ab99b,,106.18,86.79,117.72,62.8,46;4;0;0,words,10,-1,1,5.2,0,0.86,false,false,english,none,normal,false,false,false,,1707757045000
65ca4ddf4a1f8f32d78ab85a,,114.36,95.92,130.32,87.38,43;1;0;0,words,10,-1,6,4.51,0,6.37,false,false,english,none,normal,false,false,false,,1707757023000
65ca4d464a1f8f32d78aaf59,,191.15,100,191.15,71.57,53;0;0;0,words,10,-1,0,3.33,0,0,false,false,english,none,normal,false,false,false,,1707756870000
65ca4d3b4a1f8f32d78aaeb0,,179.9,100,179.9,80.31,53;0;0;0,words,10,-1,1,3.54,0,2.78,false,false,english,none,normal,false,false,false,,1707756859000
65ca34594a1f8f32d7892b0e,,164.75,98.11,164.75,86.36,206;0;0;0,time,15,-1,19,15,0,67.55,false,false,english,none,normal,false,false,false,,1707750489000
65ca33b94a1f8f32d78921ad,,186.06,100,186.06,92.72,45;0;0;0,words,10,-1,5,2.9,0,4.81,false,false,english,none,normal,false,false,false,,1707750329000
65ca33a04a1f8f32d7892026,,166.87,92,208.59,97.39,40;3;0;0,words,10,-1,1,2.88,0,0.64,false,false,english,none,normal,false,false,false,,1707750303000
65ca33904a1f8f32d7891f55,,205.48,100,205.48,90.39,48;0;0;0,words,10,-1,0,2.8,0,0,false,false,english,none,normal,false,false,false,,1707750288000
65ca337a4a1f8f32d7891e2b,,178.8,96,194.34,51.26,46;1;0;0,words,10,-1,1,3.09,0,0.69,false,false,english,none,normal,false,false,false,,1707750266000
65ca336f4a1f8f32d7891d75,,196.15,100,196.15,50.99,51;0;0;0,words,10,-1,5,3.12,0,6.95,false,false,english,none,normal,false,false,false,,1707750254000
65ca334a4a1f8f32d7891b40,,191.9,94,218.06,95.2,44;2;0;0,words,10,-1,0,2.75,0,0,false,false,english,none,normal,false,false,false,,1707750218000
65ca33474a1f8f32d7891b08,,163.21,100,163.21,66.05,46;0;0;0,words,10,-1,13,3.38,0,13.71,false,false,english,none,normal,false,false,false,,1707750214000
65ca33224a1f8f32d78918df,,146.33,98.21,146.33,72.69,54;0;0;0,words,10,-1,2,4.43,0,1.12,false,false,english,none,normal,false,false,false,,1707750178000
65ca33184a1f8f32d7891846,,170.61,100,170.61,82.62,51;0;0;0,words,10,-1,5,3.59,0,7.58,false,false,english,none,normal,false,false,false,,1707750168000
65ca32f74a1f8f32d7891660,,175.08,98.04,175.08,56.24,50;0;0;0,words,10,-1,9,3.43,0,8.83,false,false,english,none,normal,false,false,false,,1707750135000
65ca32b64a1f8f32d789122b,,151.3,91.38,151.3,41.44,52;0;0;0,words,10,-1,2,4.12,0,2.49,false,false,english,none,normal,false,false,false,,1707750070000
65ca32924a1f8f32d7890ffd,,210.97,100,210.97,45.16,53;0;0;0,words,10,-1,2,3.01,0,1.44,false,false,english,none,normal,false,false,false,,1707750034000
65ca32424a1f8f32d7890b2e,,208.78,100,208.78,90.03,51;0;0;0,words,10,-1,3,2.93,0,2.72,false,false,english,none,normal,false,false,false,,1707749953000
65ca322f4a1f8f32d7890a07,,185.61,100,185.61,82.62,56;0;0;0,words,10,-1,6,3.62,0,11.26,false,false,english,none,normal,false,false,false,,1707749935000
65ca30294a1f8f32d788ebee,,139.78,98.11,139.78,82.5,52;0;0;0,words,10,-1,2,4.46,0,2.89,false,false,english,none,normal,false,false,false,,1707749417000
65ca301f4a1f8f32d788eb47,,104.7,92.16,130.87,78.35,40;2;0;1,words,10,-1,0,4.58,0,0,false,false,english,none,normal,false,false,false,,1707749407000
65ca30184a1f8f32d788eaeb,,110.91,77.36,178.13,95.84,33;9;1;1,words,10,-1,1,3.57,0,2.14,false,false,english,none,normal,false,false,false,,1707749400000
65ca300a4a1f8f32d788ea33,,173.16,100,173.16,86.75,51;0;0;0,words,10,-1,3,3.53,0,4.1,false,false,english,none,normal,false,false,false,,1707749386000
65ca2ffc4a1f8f32d788e978,,144.31,92.45,186.54,65.68,41;2;0;1,words,10,-1,8,3.41,0,9.92,false,false,english,none,normal,false,false,false,,1707749372000
65ca2f974a1f8f32d788e3b2,,183.22,97.96,183.22,50.65,48;0;0;0,words,10,-1,10,3.14,0,15.6,false,false,english,none,normal,false,false,false,,1707749271000
65ca2f754a1f8f32d788e1dc,,173.8,85.71,218.37,97.85,39;6;0;0,words,10,-1,0,2.69,0,0,false,false,english,none,normal,false,false,false,,1707749237000
65ca2f6f4a1f8f32d788e16e,,189.02,95.83,211,89.13,43;2;0;0,words,10,-1,4,2.73,0,4.8,false,false,english,none,normal,false,false,false,,1707749231000
65ca221e4a1f8f32d78824ff,,191.52,94.12,207.82,97.06,47;2;0;1,words,10,-1,1,2.94,0,1.14,false,false,english,none,normal,false,false,false,,1707745822000
65c65f904a1f8f32d769fbe6,,163.67,90.57,163.67,74.54,48;0;0;0,words,10,-1,4,3.52,0,4.51,false,false,english,none,normal,false,false,false,,1707499408000
65c65f784a1f8f32d769fa69,,183.08,100,183.08,57.47,49;0;0;0,words,10,-1,5,3.21,0,6.29,false,false,english,none,normal,false,false,false,,1707499383000
65c65ee74a1f8f32d769f22c,,221.53,100,221.53,90.15,51;0;0;0,words,10,-1,0,2.76,0,0,false,false,english,none,normal,false,false,false,,1707499239000
65c65ee14a1f8f32d769f1b9,,192.71,100,192.71,91.68,48;0;0;0,words,10,-1,1,2.99,0,2.07,false,false,english,none,normal,false,false,false,,1707499233000
65c65d424a1f8f32d769d8f9,,197.09,100,197.09,67.51,54;0;0;0,words,10,-1,2,3.29,0,3.19,false,false,english,none,normal,false,false,false,,1707498818000
65c65d334a1f8f32d769d7db,,199.03,100,199.03,90.01,49;0;0;0,words,10,-1,2,2.95,0,4.51,false,false,english,none,normal,false,false,false,,1707498803000
65c65d234a1f8f32d769d6f8,,192.85,100,192.85,95.12,46;0;0;0,words,10,-1,0,2.86,0,0,false,false,english,none,normal,false,false,false,,1707498787000
65c63e094a1f8f32d767f94c,,171.8,96.3,171.8,75.48,52;0;0;0,words,10,-1,0,3.63,0,0,false,false,english,none,normal,false,false,false,,1707490825000
65c63a984a1f8f32d767c315,,198.45,100,198.45,93.78,49;0;0;0,words,10,-1,2,2.96,0,4.21,false,false,english,none,normal,false,false,false,,1707489944000
65c63a8e4a1f8f32d767c265,,181.79,98.11,181.79,70.59,52;0;0;0,words,10,-1,3,3.43,0,6.64,false,false,english,none,normal,false,false,false,,1707489934000
65c63a554a1f8f32d767bef4,,179.37,100,179.37,78.25,51;0;0;0,words,10,-1,0,3.41,0,0,false,false,english,none,normal,false,false,false,,1707489876000
65c500eb4a1f8f32d75b8469,,164.36,100,164.36,84.63,52;0;0;0,words,10,-1,7,3.8,0,8.31,false,false,english,none,normal,false,false,false,,1707409643000
65c500c74a1f8f32d75b825d,,212.94,100,212.94,46.12,54;0;0;0,words,10,-1,1,3.04,0,1.65,false,false,english,none,normal,false,false,false,,1707409607000
65c4ffe64a1f8f32d75b74ab,,203.01,100,203.01,44.65,51;0;0;0,words,10,-1,0,3.01,0,0,false,false,english,none,normal,false,false,false,,1707409382000
65c4ffe24a1f8f32d75b7461,,137.34,91.84,153.31,78.31,43;1;1;0,words,10,-1,16,3.76,0,20.92,false,false,english,none,normal,false,false,false,,1707409378000
65c4ffb24a1f8f32d75b71dc,,164.78,98.57,164.78,74.98,206;0;0;0,time,15,-1,2,15,0,4.25,false,false,english,none,normal,false,false,false,,1707409330000
65c4fc914a1f8f32d75b41a2,true,172.78,98.64,175.18,80.29,216;1;0;0,time,15,-1,2,15,0,3.16,false,false,english,none,normal,false,false,false,,1707408529000
65c4fada4a1f8f32d75b282f,,151.93,94.66,162.32,79.84,190;5;1;0,time,15,-1,2,15.01,0,1.43,false,false,english,none,normal,false,false,false,,1707408090000
65c4fa264a1f8f32d75b1d42,,151.2,96.06,154.4,77.45,189;1;0;1,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1707407910000
65c4fa144a1f8f32d75b1c1f,,157.56,96.57,157.56,80.68,197;0;0;0,time,15,-1,1,15,0,0.64,false,false,english,none,normal,false,false,false,,1707407892000
65c4f9c14a1f8f32d75b16f4,,147.96,93.02,170.35,70.44,185;8;1;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1707407809000
65c4e69a4a1f8f32d759e71e,,153.58,97.06,162.38,83.94,192;3;0;1,time,15,-1,5,15,0,16.57,false,false,english,none,normal,false,false,false,,1707402906000
65c3c97dcb0ebaad3725f4fe,true,163.19,99.51,163.19,84.27,204;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1707329917000
65c3c8aecb0ebaad3725e9e4,,135.99,93.09,147.99,75.82,170;7;0;1,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1707329710000
65c3b895cb0ebaad3724f8bc,,150.39,97.44,150.39,74.1,188;0;0;0,time,15,-1,4,15,0,5.1,false,false,english,none,normal,false,false,false,,1707325589000
65c3a5a6cb0ebaad3723de29,,155.94,96.55,159.94,75.74,195;3;0;1,time,15,-1,3,15.01,0,6.37,false,false,english,none,normal,false,false,false,,1707320742000
65c39ed3cb0ebaad37237679,,143.18,95.24,145.58,73.63,179;1;0;1,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1707318995000
65c1a47897665dc8e5760adc,,123.19,86.84,145.59,77.18,154;9;6;0,time,15,-1,1,15,0,0.68,false,false,english,none,normal,false,false,false,,1707189368000
65c13a0d97665dc8e5722f74,,147.16,93.94,155.96,74.47,184;6;2;0,time,15,-1,2,15,0,3.09,false,false,english,none,normal,false,false,false,,1707162125000
65c10dd797665dc8e56f9215,,143.97,96.81,147.97,75.47,180;2;0;1,time,15,-1,1,15,0,7.87,false,false,english,none,normal,false,false,false,,1707150807000
65c10d5497665dc8e56f8a06,,155.05,98.5,155.05,82.75,194;0;0;0,time,15,-1,14,15.01,0,23.82,false,false,english,none,normal,false,false,false,,1707150676000
65c10d0397665dc8e56f84b9,,156.6,95.93,174.98,76.69,196;3;0;3,time,15,-1,3,15.02,0,14.86,false,false,english,none,normal,false,false,false,,1707150595000
65bbb7ce97665dc8e53eeae2,,155.13,94.81,162.33,81.39,194;3;0;0,time,15,-1,2,15.01,0,8.32,false,false,english,none,normal,false,false,false,,1706801102000
65bbaeb497665dc8e53e5f60,,151.17,97.42,151.17,75.47,189;0;0;0,time,15,-1,3,15,0,10.91,false,false,english,none,normal,false,false,false,,1706798772000
65bbadf897665dc8e53e5455,,156.7,97.06,159.9,77.57,196;2;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1706798584000
65bbadb297665dc8e53e507f,,149.58,99.47,149.58,72.69,187;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1706798514000
65baa2df97665dc8e534b929,,31.61,100,31.61,0,41;0;0;0,time,15,-1,2,15.56,12,2.36,false,false,english,none,normal,false,false,false,,1706730207000
65baa1e997665dc8e534aaba,,151.09,96.02,159.88,85.12,189;4;1;0,time,15,-1,1,15.01,0,1.25,false,false,english,none,normal,false,false,false,,1706729961000
65baa14397665dc8e534a172,,142.39,95.38,155.19,88.08,178;6;0;1,time,15,-1,2,15,0,1.92,false,false,english,none,normal,false,false,false,,1706729795000
65baa08897665dc8e5349735,,131.19,95.03,137.59,67.35,164;3;0;0,time,15,-1,1,15,0,1.09,false,false,english,none,normal,false,false,false,,1706729608000
65baa07597665dc8e5349627,,132.77,97.27,143.17,76.97,166;0;0;2,time,15,-1,1,15,0,1.32,false,false,english,none,normal,false,false,false,,1706729589000
65ba9d7997665dc8e5346c84,,173.81,100,173.81,91.82,52;0;0;0,words,10,-1,1,3.59,0,0.81,false,false,english,none,normal,false,false,false,,1706728825000
65ba858d97665dc8e5330e35,,154.59,97.78,154.59,74.57,44;0;0;0,words,10,-1,0,3.42,0,0,false,false,english,none,normal,false,false,false,,1706722701000
65ba858797665dc8e5330de3,,157.97,100,157.97,62.53,44;0;0;0,words,10,-1,1,3.34,0,0.68,false,false,english,none,normal,false,false,false,,1706722695000
65ba857f97665dc8e5330d6a,,150.18,96.3,165.82,83.71,48;1;0;0,words,10,-1,2,3.84,0,3.83,false,false,english,none,normal,false,false,false,,1706722687000
65b90d2097665dc8e5234ed4,,135.53,88.68,189.03,63.67,38;4;0;1,words,10,-1,3,3.36,0,4.64,false,false,english,none,normal,false,false,false,,1706626335000
65b90d0f97665dc8e5234de3,,173.23,97.78,173.23,86.44,43;0;0;0,words,10,-1,3,2.98,0,8.67,false,false,english,none,normal,false,false,false,,1706626319000
65b90cfc97665dc8e5234cc2,,130.35,87.04,168.5,65.98,41;2;2;1,words,10,-1,3,3.77,0,2.15,false,false,english,none,normal,false,false,false,,1706626300000
65b90cdf97665dc8e5234b06,,200.52,100,200.52,61.71,54;0;0;0,words,10,-1,0,3.23,0,0,false,false,english,none,normal,false,false,false,,1706626271000
65b90cdb97665dc8e5234abf,,162.32,100,162.32,72.2,49;0;0;0,words,10,-1,2,3.62,0,2.38,false,false,english,none,normal,false,false,false,,1706626267000
65b90cc797665dc8e52349ac,,188.89,100,188.89,87.94,58;0;0;0,words,10,-1,6,3.68,0,6.58,false,false,english,none,normal,false,false,false,,1706626247000
65b90c9d97665dc8e5234733,,188.93,100,188.93,44.15,49;0;0;0,words,10,-1,0,3.11,0,0,false,false,english,none,normal,false,false,false,,1706626205000
